epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
86,678.57,1.35256,1.05494,1.77331,0.75317,0.77349,0.8247,0.69015,1.37375,1.22458,1.82927,0.0001585,0.0001585,0.0001585
87,686.954,1.32473,1.05095,1.77467,0.78661,0.74038,0.82399,0.69177,1.38814,1.18783,1.82972,0.0001486,0.0001486,0.0001486
88,695.313,1.34679,1.02926,1.77375,0.82123,0.7073,0.8127,0.6827,1.38228,1.23393,1.82635,0.0001387,0.0001387,0.0001387
89,703.81,1.28545,1.00766,1.75675,0.80437,0.73224,0.81563,0.68547,1.36362,1.21424,1.82719,0.0001288,0.0001288,0.0001288
90,712.158,1.29615,1.00438,1.76002,0.8096,0.72108,0.81246,0.68658,1.35267,1.2278,1.82106,0.0001189,0.0001189,0.0001189
91,735.093,1.1894,0.94553,1.71331,0.77411,0.72647,0.79821,0.67251,1.39793,1.32527,1.84616,0.000109,0.000109,0.000109
92,743.338,1.17468,0.87501,1.70838,0.7788,0.7346,0.79739,0.6668,1.39139,1.21904,1.84813,9.91e-05,9.91e-05,9.91e-05
93,751.655,1.18948,0.86832,1.69902,0.79254,0.74535,0.80974,0.67832,1.37254,1.20962,1.83141,8.92e-05,8.92e-05,8.92e-05
94,760.03,1.18455,0.88363,1.69596,0.76988,0.73689,0.79859,0.6723,1.37566,1.26059,1.82745,7.93e-05,7.93e-05,7.93e-05
95,768.33,1.1519,0.83105,1.68852,0.77292,0.73846,0.80345,0.67607,1.38208,1.30699,1.82915,6.94e-05,6.94e-05,6.94e-05
96,776.547,1.17056,0.8467,1.69814,0.76645,0.75659,0.80411,0.67467,1.36925,1.28334,1.83111,5.95e-05,5.95e-05,5.95e-05
97,784.743,1.15812,0.82967,1.69597,0.76121,0.76138,0.81194,0.68466,1.3645,1.25535,1.82788,4.96e-05,4.96e-05,4.96e-05
98,793.012,1.13595,0.83421,1.69109,0.78526,0.75237,0.81594,0.68635,1.36264,1.18732,1.82743,3.97e-05,3.97e-05,3.97e-05
99,801.302,1.13852,0.81195,1.68256,0.7913,0.74091,0.80887,0.6851,1.36438,1.22196,1.82893,2.98e-05,2.98e-05,2.98e-05
100,809.618,1.16188,0.80276,1.69724,0.78808,0.73438,0.80459,0.68089,1.36241,1.26512,1.82557,1.99e-05,1.99e-05,1.99e-05
