epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
90,419.976,1.53602,1.16908,1.90153,0.71708,0.7202,0.77404,0.62176,1.81019,1.40022,1.88846,0.00039264,0.00039264,0.00039264
91,456.071,1.37746,1.01636,1.79464,0.73124,0.72424,0.76732,0.60684,1.88492,1.41786,1.90478,0.00034227,0.00034227,0.00034227
92,461.199,1.36311,0.96132,1.7923,0.77706,0.72414,0.78295,0.61916,1.89438,1.3987,1.90514,0.000296546,0.000296546,0.000296546
93,466.254,1.35406,0.93917,1.78647,0.7595,0.70845,0.78114,0.61838,1.86021,1.41938,1.90223,0.000255513,0.000255513,0.000255513
94,471.165,1.35141,0.93359,1.77687,0.73639,0.73735,0.78038,0.61596,1.83946,1.41443,1.89669,0.000219212,0.000219212,0.000219212
95,475.97,1.34348,0.94234,1.77736,0.76927,0.72427,0.78379,0.61831,1.84156,1.40641,1.89058,0.000187678,0.000187678,0.000187678
96,480.762,1.3295,0.92241,1.78139,0.75781,0.71951,0.78449,0.62377,1.8237,1.39327,1.88478,0.000160943,0.000160943,0.000160943
97,485.638,1.33125,0.93362,1.772,0.76323,0.72274,0.78249,0.62313,1.8127,1.39445,1.88291,0.000139032,0.000139032,0.000139032
98,490.39,1.31642,0.91286,1.7694,0.75785,0.72913,0.77973,0.61984,1.82172,1.39896,1.8835,0.000121968,0.000121968,0.000121968
99,495.452,1.32042,0.92533,1.7743,0.73932,0.74963,0.77564,0.61677,1.82234,1.4026,1.88325,0.000109768,0.000109768,0.000109768
100,500.366,1.32441,0.90389,1.77019,0.75282,0.73402,0.77776,0.6253,1.77584,1.39049,1.87513,0.000102443,0.000102443,0.000102443
