epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
73,1128.04,0.71294,0.31398,0.00149,0.87275,0.87535,0.92167,0.76049,0.78034,0.6073,0.00253,0.000478762,0.000478762,0.000478762
74,1143.07,0.7121,0.31396,0.00146,0.86717,0.87015,0.92009,0.75996,0.78214,0.61056,0.00252,0.000462259,0.000462259,0.000462259
75,1158.11,0.70966,0.3164,0.00144,0.88966,0.8547,0.91906,0.76197,0.78804,0.61622,0.00254,0.000445756,0.000445756,0.000445756
76,1173.3,0.70458,0.31689,0.00145,0.89571,0.86134,0.9235,0.76389,0.78355,0.60471,0.00255,0.000429253,0.000429253,0.000429253
77,1188.32,0.7044,0.30794,0.00146,0.87438,0.85628,0.91806,0.76261,0.77699,0.65212,0.00252,0.000412749,0.000412749,0.000412749
78,1203.32,0.72335,0.31583,0.00146,0.88277,0.88267,0.92255,0.76763,0.77737,0.59444,0.00251,0.000396246,0.000396246,0.000396246
79,1218.32,0.6956,0.29892,0.00142,0.892,0.86906,0.92191,0.76729,0.78242,0.61871,0.00253,0.000379743,0.000379743,0.000379743
80,1233.42,0.69497,0.29847,0.00141,0.89076,0.86721,0.92163,0.76903,0.7715,0.64997,0.0025,0.000363239,0.000363239,0.000363239
81,1248.38,0.69255,0.29852,0.00138,0.89164,0.87566,0.92225,0.76888,0.78326,0.62488,0.00254,0.000346736,0.000346736,0.000346736
82,1263.42,0.69368,0.29066,0.00141,0.90467,0.86832,0.92038,0.76904,0.77691,0.63413,0.00251,0.000330233,0.000330233,0.000330233
83,1278.58,0.69918,0.29679,0.00144,0.89529,0.8652,0.92095,0.76751,0.77969,0.63628,0.00254,0.000313729,0.000313729,0.000313729
84,1293.52,0.69464,0.2973,0.0014,0.89326,0.86549,0.91971,0.76701,0.77308,0.64856,0.00251,0.000297226,0.000297226,0.000297226
85,1308.52,0.69741,0.29531,0.00141,0.90275,0.86694,0.92168,0.77227,0.77534,0.62969,0.00251,0.000280723,0.000280723,0.000280723
86,1323.54,0.68312,0.28529,0.00137,0.89175,0.86316,0.91865,0.76753,0.77809,0.64817,0.00251,0.00026422,0.00026422,0.00026422
87,1338.66,0.68238,0.28731,0.00139,0.89078,0.85752,0.9209,0.76896,0.77301,0.64466,0.00251,0.000247716,0.000247716,0.000247716
88,1353.61,0.67747,0.28427,0.00136,0.89353,0.8626,0.91923,0.76776,0.76823,0.6653,0.00248,0.000231213,0.000231213,0.000231213
89,1368.6,0.67323,0.2864,0.00138,0.89145,0.86908,0.91707,0.76731,0.77641,0.68113,0.0025,0.00021471,0.00021471,0.00021471
90,1383.57,0.67187,0.27881,0.00135,0.89082,0.86854,0.92,0.7731,0.77096,0.66515,0.00249,0.000198206,0.000198206,0.000198206
91,1399.59,0.66113,0.2866,0.00148,0.8917,0.87391,0.91862,0.76637,0.78452,0.66748,0.00253,0.000181703,0.000181703,0.000181703
92,1414.49,0.64246,0.25545,0.00145,0.89248,0.87362,0.92073,0.76689,0.78189,0.64198,0.00253,0.0001652,0.0001652,0.0001652
93,1429.22,0.63885,0.25427,0.00144,0.88494,0.86667,0.91819,0.76162,0.79616,0.66353,0.00258,0.000148696,0.000148696,0.000148696
94,1444.28,0.63354,0.25213,0.00144,0.8833,0.87143,0.9186,0.76558,0.78176,0.65157,0.00254,0.000132193,0.000132193,0.000132193
95,1459.47,0.6201,0.24629,0.00143,0.89081,0.86238,0.9186,0.76766,0.77845,0.66079,0.00252,0.00011569,0.00011569,0.00011569
96,1474.19,0.61867,0.24019,0.00143,0.88714,0.86406,0.91926,0.76848,0.77923,0.65824,0.00252,9.91865e-05,9.91865e-05,9.91865e-05
97,1489.16,0.62391,0.2413,0.00142,0.88828,0.8682,0.91943,0.76973,0.78198,0.66051,0.00254,8.26832e-05,8.26832e-05,8.26832e-05
98,1503.93,0.61778,0.2427,0.00142,0.89156,0.86294,0.91908,0.76794,0.77661,0.65592,0.00251,6.61799e-05,6.61799e-05,6.61799e-05
99,1518.66,0.61436,0.23852,0.00139,0.8887,0.86351,0.91912,0.76858,0.7786,0.66502,0.00251,4.96766e-05,4.96766e-05,4.96766e-05
100,1533.57,0.61763,0.24091,0.00142,0.88682,0.86736,0.91846,0.76895,0.7784,0.66653,0.00251,3.31733e-05,3.31733e-05,3.31733e-05
