epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
56,110.123,2.37097,1.38926,2.11051,0.73217,0.84175,0.79124,0.47735,2.78349,1.49122,2.26376,0.00427565,0.00427565,0.00427565
57,111.284,2.32992,1.38177,2.0954,0.71515,0.89567,0.7867,0.47931,2.79517,1.52079,2.27616,0.00412246,0.00412246,0.00412246
58,112.426,2.42186,1.3899,2.09865,0.72524,0.86836,0.83838,0.53417,2.66494,1.47494,2.22288,0.00397019,0.00397019,0.00397019
59,113.561,2.40169,1.38975,2.1141,0.75346,0.88591,0.84287,0.52005,2.70726,1.35017,2.23736,0.00381899,0.00381899,0.00381899
60,114.718,2.41687,1.35083,2.10835,0.77122,0.8381,0.81831,0.50212,2.72,1.41766,2.23463,0.00366899,0.00366899,0.00366899
61,115.866,2.35849,1.33389,2.0913,0.79498,0.83227,0.8631,0.54316,2.58973,1.38041,2.18657,0.00352037,0.00352037,0.00352037
62,117.087,2.35999,1.35796,2.07362,0.71352,0.81871,0.77839,0.47753,2.7681,1.65069,2.25424,0.00337325,0.00337325,0.00337325
63,118.231,2.31019,1.35292,2.06121,0.68825,0.81077,0.75494,0.4831,2.63303,1.64291,2.19989,0.00322778,0.00322778,0.00322778
64,119.369,2.37461,1.33834,2.11297,0.63255,0.78395,0.7272,0.43973,2.72795,1.76657,2.21869,0.00308412,0.00308412,0.00308412
65,120.499,2.3039,1.28645,2.06047,0.71316,0.77607,0.7625,0.46805,2.68995,1.57604,2.18974,0.00294239,0.00294239,0.00294239
66,121.639,2.38329,1.33514,2.08308,0.73441,0.80874,0.81638,0.49625,2.74437,1.39836,2.22236,0.00280275,0.00280275,0.00280275
67,122.806,2.30423,1.2883,2.06448,0.7836,0.7739,0.82825,0.49935,2.80965,1.4442,2.2665,0.00266532,0.00266532,0.00266532
68,124.033,2.31487,1.27607,2.05843,0.80093,0.82988,0.86452,0.54751,2.64033,1.35558,2.20301,0.00253024,0.00253024,0.00253024
69,125.189,2.28821,1.23983,2.07843,0.78613,0.84024,0.84568,0.5043,2.86568,1.39302,2.28987,0.00239766,0.00239766,0.00239766
70,126.323,2.29505,1.30746,2.08272,0.80734,0.81744,0.84527,0.49935,2.86937,1.40705,2.30285,0.00226769,0.00226769,0.00226769
71,127.48,2.26092,1.25455,2.06461,0.73345,0.85782,0.83767,0.51539,2.68727,1.3884,2.22085,0.00214046,0.00214046,0.00214046
72,128.635,2.2992,1.25086,2.06151,0.7319,0.77251,0.78769,0.46495,2.79475,1.54967,2.26708,0.00201611,0.00201611,0.00201611
73,129.781,2.25775,1.21321,2.05088,0.74294,0.86886,0.84051,0.5192,2.67059,1.33222,2.21075,0.00189475,0.00189475,0.00189475
74,131.01,2.25646,1.27269,2.0349,0.74505,0.86888,0.85482,0.54842,2.57555,1.30516,2.17364,0.00177651,0.00177651,0.00177651
75,132.148,2.3015,1.20504,2.0578,0.74961,0.81985,0.81882,0.46866,2.95476,1.49401,2.34163,0.00166149,0.00166149,0.00166149
76,133.305,2.33832,1.24478,2.05499,0.77356,0.82436,0.84729,0.48094,2.9726,1.51116,2.35659,0.00154982,0.00154982,0.00154982
77,134.453,2.26785,1.24352,2.07112,0.79062,0.83559,0.86865,0.5407,2.65285,1.33549,2.19968,0.00144161,0.00144161,0.00144161
78,135.563,2.20695,1.23779,2.01948,0.77755,0.83819,0.86381,0.5335,2.69922,1.34324,2.21978,0.00133695,0.00133695,0.00133695
79,136.741,2.25778,1.16133,2.05678,0.72898,0.89115,0.84755,0.51458,2.79092,1.38402,2.26807,0.00123596,0.00123596,0.00123596
80,137.888,2.2344,1.15855,2.02007,0.72925,0.87858,0.84237,0.53064,2.67782,1.37275,2.2169,0.00113873,0.00113873,0.00113873
81,139.028,2.18424,1.14612,2.01329,0.73477,0.87157,0.83511,0.53711,2.60637,1.34942,2.18102,0.00104537,0.00104537,0.00104537
82,140.226,2.18332,1.14416,2.00287,0.74117,0.89211,0.8425,0.53872,2.58368,1.30654,2.16965,0.000955951,0.000955951,0.000955951
83,141.403,2.24207,1.17695,2.03526,0.77553,0.85123,0.83583,0.52705,2.62712,1.37834,2.18999,0.000870577,0.000870577,0.000870577
84,142.541,2.18493,1.24954,2.0182,0.76465,0.82516,0.83149,0.51685,2.65691,1.45692,2.20773,0.000789327,0.000789327,0.000789327
85,143.763,2.15876,1.11188,2.00791,0.75876,0.86879,0.86587,0.53618,2.69839,1.42254,2.23474,0.000712282,0.000712282,0.000712282
86,144.994,2.16998,1.13901,2.02396,0.80874,0.79552,0.85733,0.51773,2.75849,1.45647,2.26296,0.000639518,0.000639518,0.000639518
87,146.129,2.18284,1.1499,2.03003,0.80934,0.76542,0.83609,0.50604,2.76226,1.50712,2.25887,0.000571106,0.000571106,0.000571106
